"interpretacion","id_interpretacion","edad","id_usuario","id_escuela","grado","id_palabra"
"trabajo","583","null","90","8","3","3"
"trabajo","583","null","93","8","3","3"
"trabajo","583","null","94","8","3","3"
"trabajo","583","15","96","8","3","3"
"trabajo","583","null","97","8","3","3"
"trabajo","583","14","50","4","3","12"
"trabajo","583","null","15","8","2","13"
"trabajo estable","584","14","5","8","2","3"
"trabajo estable","584","13","19","8","2","3"
"traficantes","585","14","51","4","3","5"
"traición","586","16","1","8","2","17"
"traición","586","14","5","8","2","17"
"traición","586","13","18","8","2","17"
"tranquilidad","587","14","58","4","3","13"
"tranquilidad","587","14","62","4","3","13"
"tranquilidad","587","14","66","4","3","13"
"tranquilidad","587","14","72","4","3","13"
"tranquilidad","587","14","78","4","3","13"
"tranquilidad","587","null","97","8","3","13"
"tristeza","588","13","28","8","2","2"
"tristeza","588","13","14","8","2","4"
"tristeza","588","13","26","8","2","4"
"tristeza","588","13","28","8","2","4"
"tristeza","588","13","34","8","2","4"
"tristeza","588","13","35","8","2","4"
"tristeza","588","15","45","4","3","4"
"tristeza","588","15","48","4","3","4"
"tristeza","588","14","49","4","3","4"
"tristeza","588","14","50","4","3","4"
"tristeza","588","14","56","4","3","4"
"tristeza","588","15","60","4","3","4"
"tristeza","588","15","61","4","3","4"
"tristeza","588","14","64","4","3","4"
"tristeza","588","14","67","4","3","4"
"tristeza","588","14","78","4","3","4"
"tristeza","588","15","82","8","3","4"
"tristeza","588","null","83","8","3","4"
"tristeza","588","14","66","4","3","10"
"tristeza","588","null","83","8","3","10"
"tristeza","588","13","27","8","2","15"
"tristeza","588","13","29","8","2","15"
"tristeza","588","14","41","4","3","15"
"tristeza","588","14","42","4","3","15"
"tristeza","588","14","50","4","3","15"
"tristeza","588","14","53","4","3","15"
"tristeza","588","14","58","4","3","15"
"tristeza","588","14","66","4","3","15"
"tristeza","588","15","77","4","3","15"
"tristeza","588","14","78","4","3","15"
"tristeza","588","15","82","8","3","15"
"tristeza","588","16","84","8","3","15"
"tristeza","588","14","86","8","3","15"
"tristeza","588","14","87","8","3","15"
"tristeza","588","15","89","8","3","15"
"unión","589","15","48","4","3","12"
"universidad","590","14","68","4","3","3"
"valor","591","14","2","8","2","10"
"valoración mutua","592","14","78","4","3","10"
"valorada","593","13","33","8","2","17"
"variación","594","13","9","8","2","4"
"vergüenza","595","14","49","4","3","10"
"viajes","596","14","53","4","3","3"
"viajes","596","15","96","8","3","3"
"vicio","597","15","55","4","3","5"
"vicio","597","14","57","4","3","5"
"vicio","597","14","49","4","3","6"
"vicio","597","14","50","4","3","6"
"vicio","597","14","78","4","3","6"
"vicio","597","null","79","8","3","6"
"vicio","597","null","80","8","3","6"
"vicio","597","16","84","8","3","6"
"vicio","597","14","87","8","3","6"
"vicio","597","null","88","8","3","6"
"vicio","597","14","91","8","3","6"
"vicio","597","14","95","8","3","6"
"vicio","597","14","100","8","3","6"
"vicios","598","13","9","8","2","5"
"vicios","598","13","34","8","2","5"
"vicios","598","14","86","8","3","5"
"vicios","598","14","98","8","3","5"
"vida","599","14","23","8","2","3"
"vida","599","14","50","4","3","3"
"vida larga","600","14","41","4","3","3"
"videojuegos","601","13","20","8","2","11"
"videojuegos","601","13","30","8","2","11"
"videojuegos","601","13","35","8","2","11"
"videojuegos","601","13","38","8","2","11"
"videojuegos","601","13","39","8","2","11"
"videojuegos","601","15","82","8","3","11"
"videojuegos","601","16","84","8","3","11"
"videojuegos","601","14","87","8","3","11"
"videojuegos","601","15","96","8","3","11"
"videojuegos","601","14","101","8","3","11"
"videos","602","14","2","8","2","11"
"vih","603","13","10","8","2","9"
"violación","604","14","4","8","2","2"
"violación","604","14","5","8","2","2"
"violación","604","13","6","8","2","2"
"violación","604","13","11","8","2","2"
"violación","604","13","12","8","2","2"
"violación","604","14","13","8","2","2"
"violación","604","13","14","8","2","2"
"violación","604","13","18","8","2","2"
"violación","604","13","36","8","2","2"
"violación","604","15","46","4","3","2"
"violación","604","15","55","4","3","2"
"violación","604","14","78","4","3","2"
"violación","604","null","83","8","3","2"
"violencia","605","14","23","8","2","2"
"violencia","605","14","66","4","3","2"
"violencia","605","14","67","4","3","2"
"violencia","605","14","74","4","3","2"
"violencia","605","14","78","4","3","2"
"violencia","605","14","86","8","3","2"
"violencia","605","15","89","8","3","6"
"vivir","606","null","80","8","3","13"
"whatsapp","607","15","47","4","3","11"
"wifi","608","15","82","8","3","11"
"yo","609","null","59","4","3","3"
"yo","609","14","73","4","3","3"
"yo","609","null","71","4","3","12"
"yo","609","null","59","4","3","13"
"yo","609","null","71","4","3","13"
"yo","609","14","91","8","3","17"
"yo","609","14","101","8","3","17"
"youtube","610","null","75","4","3","11"
